"ID","Type","SKU","Title","Published","Is featured?","Visibility in catalog","Short description","Description","Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?","Stock","Backorders allowed?","Sold individually?","Size","Price","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price","Categories","Tags","Shipping class","Images","Download limit","Download expiry days","Parent","Grouped products","Upsells","Cross - sells","External URL","Button text","Position","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Meta: _wpcom_is_markdown","Download 1 name","Download 1 URL","Download 2 name","Download 2 URL"
,,,"5pcs 14K Gold Plated Textured Metal Ring",,,,,"Gender:Women,Quantity:5 pcs,Style:Elegant,Color:Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.6-1.8 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6-0.7 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/28/1640660134e28648f79f9e5e7f49e3c33cbd7045e3.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/28/16406601374f314d27fea3c77fa552ef1acde3da3f.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/28/1640660141efde0382a3c6f419f90471861f539e80.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/28/1640660144a21541fce350a448e21d7ebae25cca01.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"3pcs 18K Gold Plated Geometric Decor Ring",,,,,"Gender:Women,Quantity:3 pcs,Style:Fashionable,Details:Geometric,Color:Gold,Type:Ring Sets,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.8-1.86 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7-0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/07/09/1625842255f140d400d0efd547b23cbb148ae87029.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/09/162584225798fa9857604eaff8c847fa8c6c803cd6.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/20/1626746132c92fcb97badb2d46b819df8f336122a3.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Zircon Charm Earrings",,,,,"Gender:Women,Quantity:2 pcs,Color:Multicolor,Type:Hoop,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Eardrop Width "":"" 0.4 cm"",""Eardrop Height "":"" 2.4 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.2 inch"",""Eardrop Height "":"" 0.9 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/01/1648801065136a5be9737c06cdf558f9467884cdca.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/01/164880106724bc292cab048d43929fefc09d9ed124.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/01/16488010708fb1efa80220cb30698c2a6a11cc3151.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/01/16488010726cc2cd353307fb5f90e9bc956d8e830b.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/01/1648801074b859b8418ca79597f3b19556ba68b6de.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Rhinestone Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Details:Rhinestone,Color:Gold,Type:Single Ring,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.63 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/22/16479317747339e8186f1f5b5577803e3ce270b2ac.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/164793178611faf7cb83c481100f1b2b14be03cc10.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/164793178857577aa9c9b45824a0da01b13c73cf35.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/22/1647931790e20c0977eae56304487b0381be84083a.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Round Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Round,Color:Gold,Type:Dangle,Material:Stainless Steel,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 0.8 cm"",""Eardrop Height "":"" 1.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.3 inch"",""Eardrop Height "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/28/1646016611dd127e94d13f730b1d0548a61262be24.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/28/16460166137b867770470f3f179219f5583721f1ad.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/28/16460166144684bb024498986eadebef948879296b.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/28/1646016618611b791525eca7be871a51cbfa42cca6.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Butterfly Charm Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Butterfly,Type:Pendant Necklaces,Material:Copper,Color:Gold,Metals Type:Artificial Zircon",,,,,,,,,"[{""Length "":"" 45 cm"",""Size"":""one-size""},{""Length "":"" 17.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/03/1635924032246b8dfbea6dd99a96b3a2ac0ba288c0.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/03/16359240339dffba6b25401796c8032268b792f90f.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/03/163592403559fe3d5e41e149d3bd0eecdf702c3995.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Geometric Zircon Decor Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Geometric,Color:Green,Material:Glass,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 2.4 cm"",""Eardrop Height "":"" 3.5 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.9 inch"",""Eardrop Height "":"" 1.4 inch"",""Size"":""one-size""}]","AU$7.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/24/1650795491a41ed5d83ef434b122c6d59cf61dea7a.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/165079549365bffddf1b458ed94994c90e9b7221ac.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/16507954948c38ed193a097f5dbc4970240283b6f8.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/24/16507954969aab500e4598fb2cdadc5e6c3a04a56e.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"MOTF PREMIUM 14K GOLD PLATED MINIMALIST LAYERED NECKLACE",,,,,"Gender:Women,Quantity:3 pcs,Material:Stainless Steel,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 46 cm"",""Size"":""one-size""},{""Length "":"" 18.1 inch"",""Size"":""one-size""}]","AU$12.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/07/29/1627526686a8b123ac95754cf7786dc1b674728a75.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/29/16275266887c1151f1504f53d5a19ce959e601233e.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/29/1627526691613a57a1c4bf7a3e8aff8bce0e460f8b.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/29/1627526694b6aea6e0d9af2e68e3442013bb9bda21.jpg,https://img.ltwebstatic.com/images3_pi/2021/07/29/1627526696ce6ec3f67de6b86a9607504cf6d32692.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Men Structured Pendant Necklace",,,,,"Gender:Men,Quantity:1 piece,Style:Fashionable,Type:Pendant Necklaces,Material:Stainless Steel,Color:Black,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 60 cm"",""Size"":""one-size""},{""Length "":"" 23.6 inch"",""Size"":""one-size""}]","AU$7.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/15/1631688245fbb25c867af1f98ddb00a3211997d615.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/16316882486d2339b6461736261fc1341d3742825a.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/16316882492e27c91fa4d350dbf7c117791f4291df.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"White Gold Plated Solid Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Details:Rhinestone,Type:Chain Necklaces,Magnetic:No,Material:Copper,Color:Silver,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 40-45 cm"",""Size"":""one-size""},{""Length "":"" 15.7-17.7 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/30/1653898061f6afd602581d934419e2e803d01f8d6f.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653898063842ad92338c4959f05f344a1aafe7683.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653898065ba108d1aceb0e9495a6e9946b4b0a4c1.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Geometric Design Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Geometric,Color:Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.6 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/08/16363672644d9d4a869ce5f8c05f9da6f90f2d7b81.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/16363672753a513a27b26d4c0b7aa7bd206bd214df.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/1636367325f764e68e435197bea5eb09e9766008c9.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/1636367280ff1f5ca67fb32f1344cba1843e4ab930.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/1636367283561a1b410a5fa65e1691d9c8c618feb1.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Geometric,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.2 cm"",""Eardrop Height "":"" 1.6 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.5 inch"",""Eardrop Height "":"" 0.6 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/26/16378957822a1357fc2c5bd5dbbdcd157ffc172cbc.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/26/1637895783233d079960cb271912769460bf5efa90.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/26/16378957841fbc1ca374076aeb78688db2c833a267.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/26/1637895786783d6569ed407e63379364708665f889.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/26/163789578878c4f0da0a0532b0a38bcd678a211546.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 2 cm"",""Eardrop Height "":"" 2 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.8 inch"",""Eardrop Height "":"" 0.8 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/18/1652837633b4bf68a3f0a02187bd3ef04f039cc791.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/18/1652837634504c93fd847b4d7f0f7bae9b076aa188.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/18/16528376360230c604e390c57a0222da1851db0cae.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/18/165283763733a6a715ce7938ee3c81faa3a45bfcc4.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/18/16528376388afcde0ffbc81288488afb4da4f2d047.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/18/165283764027e8234387763d148885eef4b27434ee.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Zircon Fox Charm Necklace",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Details:Rhinestone,Type:Pendant Necklaces,Material:Copper,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 40-45 cm"",""Size"":""one-size""},{""Length "":"" 15.7-17.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/10/25/16351540934cd227261ce23a10ad5bd11736af2dcf.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/25/163515409432ec4a823cc9b5ce7972daab6a74f8f0.jpg,https://img.ltwebstatic.com/images3_pi/2021/10/25/1635154097dac787b56ab228d2ad5b29f32cedfa8c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Hoop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.8 cm"",""Eardrop Height "":"" 1.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.7 inch"",""Eardrop Height "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/05/16308518173cd88c979bd69b31c8601599ea771d96.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/05/16308518199546c3a5702aaac849f1d1cfc96e4f80.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/05/1630851820cfb1193ddd873000433915345afd1213.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/05/163085182240a490289244ca9585b0d0332890f2b6.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Natural Pearl Beaded Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Details:Pearls,Type:Beaded,Magnetic:No,Material:Natural Pearl,Color:Multicolor,Metals Type:Natural Pearl",,,,,,,,,"[{""Length "":"" 44 cm"",""Size"":""one-size""},{""Length "":"" 17.3 inch"",""Size"":""one-size""}]","AU$9.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/30/165389861819630f599bb2cad33d0c08854eca9322.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653898620577e3084f42b3e1bd08142d43edd0754.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/16538986248e08cef5753498deeabb12ce9e7a361d.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Fashionable,Color:Gold,Type:Hoop,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.0 cm"",""Eardrop Height "":"" 0.9 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.4 inch"",""Size"":""one-size""}]","AU$2.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/02/16358432398e0d7ab17b1dee01178e76b69aeba31b.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/02/1635843241caa247257e3bfc0ad042ea0fb02871e5.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/02/16358432424b2e8c6c24510dc02a998a5b0e35a6e1.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/02/1635843243a7a5158f779a56f1ed64e57f66e970c3.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Rhinestone Pendant Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Type:Pendant Necklaces,Material:Stainless Steel,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 38-43 cm"",""Size"":""one-size""},{""Length "":"" 15-16.9 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/04/11/1649671026065ef73ad69097530787d744b7c8b601.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/11/1649671028630bc4b5e870d3105acfb7feea3bf6ea.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/11/164967103065267179f7c1dd0a79647d9431a4e84a.jpg,https://img.ltwebstatic.com/images3_pi/2022/04/11/164967103192876e93cadd607fc1931298a5ffe16f.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"14K Gold Plated Natural Pearl Decor Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Elegant,Details:Pearls,Color:Gold,Type:Dangle,Material:Plastic,Metals Type:K-Gold",,,,,,,,,"[{""Eardrop Width "":"" 1.0 cm"",""Eardrop Height "":"" 1.8 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.4 inch"",""Eardrop Height "":"" 0.7 inch"",""Size"":""one-size""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/09/15/1631688505af0647e256fb341c0837b1cddb186020.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/1631688507a1b44cd8b31ca7ec4ee12a3532be3776.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/16316885091d234fe704990234ca08064162e7c242.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/163168851146f97ed3e6231f453e85c98dc15a78d2.jpg,https://img.ltwebstatic.com/images3_pi/2021/09/15/1631688513b2d2531c9924afa214a34970deb88715.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Natural Pearl Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Details:Pearls,Material:Natural Pearl,Color:Beige,Metals Type:Natural Pearl",,,,,,,,,"[{""Length "":"" 37-43.5 cm"",""Size"":""one-size""},{""Length "":"" 14.6-17.1 inch"",""Size"":""one-size""}]","AU$6.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/20/1639970499a53b0c74524ecd6c63677d4118df3b67.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/20/163997050250b6ce7857006932803f3de0c5b52614.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/20/16399705043155b5eac24b77ee3b0e7a20da16c81c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Minimalist Bangle",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Color:Gold,Type:Bangle,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 6.5 cm"",""Size"":""one-size""},{""Diameter "":"" 2.6 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/03/21/164783302672340a56ae2ec2951e99b77921ca9a29.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/1647833028c8477aa6abc379120ea4e8d1310e662b.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/164783302915b19337ba49218cbaef2fcfe4cff7bf.jpg,https://img.ltwebstatic.com/images3_pi/2022/03/21/1647833031617d7662eedb2ec07d27a3f6454baf79.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Natural Pearl Charm Beaded Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Details:Pearls,Type:Pendant Necklaces,Material:Natural Pearl,Color:White,Metals Type:Natural Pearl",,,,,,,,,"[{""Length "":"" 44-49 cm"",""Size"":""one-size""},{""Length "":"" 17.3-19.3 inch"",""Size"":""one-size""}]","AU$12.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/05/30/165390557053a7150fe41bc9ecb76f8b7f1bcb7590.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/16539055716a632b2f11b7f3b1d873bf64804c4cac.jpg,https://img.ltwebstatic.com/images3_pi/2022/05/30/1653905573b1dd471dd18c10f63ce78aee5758492f.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Elegant,Details:Geometric,Color:Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.5 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/05/163868653755c8a7e5bcdeb492d3b7ab527624440b.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/05/1638686539034247f0f3ff68814c94e4851beb2763.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/05/1638686540a07cfc58b22ec3927d03f4b6e83b8b74.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Geo Decor Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Glamorous,Details:Geometric,Details:Rhinestone,Color:Green,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.6 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""7""},{""Diameter "":"" 1.8 cm"",""Size"":""8""},{""Diameter "":"" 1.9 cm"",""Size"":""9""},{""Diameter "":"" 2.0 cm"",""Size"":""10""},{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""7""},{""Diameter "":"" 0.7 inch"",""Size"":""8""},{""Diameter "":"" 0.7 inch"",""Size"":""9""},{""Diameter "":"" 0.8 inch"",""Size"":""10""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/06/1638753495452c609a768eb439c480a967dc923f97.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638753497ff223fe2bbdb908fc031676b038c8c53.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638753500c85e4a6e7245427fcafc77f547d47af2.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/163875350261ec61ce13f5109c1b39b4dd67e9e1fd.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Decor Drop Earrings",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Color:Silver,Type:Dangle,Magnetic:No,Material:Copper,Metals Type:Zircon",,,,,,,,,"[{""Eardrop Width "":"" 0.8 cm"",""Eardrop Height "":"" 2.7 cm"",""Size"":""one-size""},{""Eardrop Width "":"" 0.3 inch"",""Eardrop Height "":"" 1.1 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/02/15/164490795839cfd6a8a25aa771f486dfb355756b84.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/15/164490798041388349807d29c9687fbc213664b9be.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/15/1644907985a57933322bd21c6aedbebc903f1393c4.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/15/16449079938d18f99c581eada4f6576747c51d9492.jpg,https://img.ltwebstatic.com/images3_pi/2022/02/15/1644908001e05916ca749f9dcea22c20e88b6748e8.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Cuff Ring",,,,,"Gender:Women,Quantity:1 piece,Color:Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.7 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/06/1638761565ddd63647258876167bdd1ef93fba4b9d.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638761574cd3f5dc0ef42885866690450db507e93.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/06/1638761577f4d1510df267abcee6d95ae552da7a32.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"18K Gold Plated Chain Necklace",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Type:Chain Necklaces,Material:Copper,Color:Gold,Metals Type:K-Gold",,,,,,,,,"[{""Length "":"" 46 cm"",""Size"":""one-size""},{""Length "":"" 18.1 inch"",""Size"":""one-size""}]","AU$4.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/12/07/163885870777e331cef50f157dea42f0629b14c60d.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/07/16388587107c29b92c0ab08710e9896e552d431a90.jpg,https://img.ltwebstatic.com/images3_pi/2021/12/07/1638858713440512400e1fc6729d39dd0707b6764c.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"2pcs 18K Gold Plated Rhinestone Decor Ring",,,,,"Gender:Women,Quantity:2 pcs,Style:Glamorous,Details:Rhinestone,Color:Gold,Type:Ring Sets,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.5 cm"",""Size"":""5""},{""Diameter "":"" 1.6 cm"",""Size"":""6""},{""Diameter "":"" 1.7 cm"",""Size"":""7""},{""Diameter "":"" 1.8 cm"",""Size"":""8""},{""Diameter "":"" 1.9 cm"",""Size"":""9""},{""Diameter "":"" 2 cm"",""Size"":""10""},{""Diameter "":"" 2.1 cm"",""Size"":""11""},{""Diameter "":"" 0.6 inch"",""Size"":""5""},{""Diameter "":"" 0.6 inch"",""Size"":""6""},{""Diameter "":"" 0.7 inch"",""Size"":""7""},{""Diameter "":"" 0.7 inch"",""Size"":""8""},{""Diameter "":"" 0.7 inch"",""Size"":""9""},{""Diameter "":"" 0.8 inch"",""Size"":""10""},{""Diameter "":"" 0.8 inch"",""Size"":""11""}]","AU$5.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2022/06/01/16540790591d811afb9ea12d21fe121c4ec8067296.jpg,https://img.ltwebstatic.com/images3_pi/2022/06/01/165407906004583c8c8ba299656319cc30b5f59f45.jpg,https://img.ltwebstatic.com/images3_pi/2022/06/01/1654079061d6fa2bcdb682046eeb6b219740b6a4e8.jpg",,,,,,,,,,,,,,,,,,,,,,
,,,"Zircon Flower Decor Cuff Ring",,,,,"Gender:Women,Quantity:1 piece,Style:Fashionable,Details:Flowers,Color:Gold,Material:Copper,Metals Type:K-Gold",,,,,,,,,"[{""Diameter "":"" 1.8 cm"",""Size"":""one-size""},{""Diameter "":"" 0.7 inch"",""Size"":""one-size""}]","AU$3.95",,,,,,,,,,,,"https://img.ltwebstatic.com/images3_pi/2021/11/08/1636338936257df9d45e0c61580611f49c3a3d182d.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/1636338937447a2e4f5e6fe72acba61ebb0df129b2.jpg,https://img.ltwebstatic.com/images3_pi/2021/11/08/16363389399f3c88cbc34e7bde7a5152b31cdf2e48.jpg",,,,,,,,,,,,,,,,,,,,,,
